MERCHANT_ID,INDUSTRY,COUNTRY,BUSINESS_SIZE,FIRST_CHARGE_DATE,TOTAL_VOLUME_LTM,SUBSCRIPTION_VOLUME_LTM,CHECKOUT_VOLUME_LTM,PAYMENT_LINK_VOLUME_LTM,DAILY_VOL_STDDEV,ACTIVE_DAYS_COUNT,IS_EXISTING_SUBSCRIBER,IS_LOW_VOLUME,IS_CHURNED,IS_SUITABLE_MERCHANT,SCORE_FREQUENCY,SCORE_PRICING_CONSISTENCY,SCORE_PRODUCT_FIT,SCORE_INDUSTRY,SCORE_MATURITY,SCORE_SIZE,TOTAL_PROPENSITY_SCORE,OUTREACH_SEGMENT
b2f51b51,"Religion, politics & other memberships",GB,medium,2039-03-06 00:00:00.000,629956,0,629956,0,9109.983218632,65,false,false,false,true,1,0,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
bf873075,"Religion, politics & other memberships",US,small,2041-03-12 00:00:00.000,1058100,0,1058100,0,10505.978039473,89,false,false,false,true,1,1,1,1,1,0,5,Tier 1: High Propensity (Score 5-6)
8a9bae55,Business services,CH,medium,2041-07-06 00:00:00.000,37310677,0,29281690,0,236399.742853157,120,false,false,false,true,1,0,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
e2df5adf,Software,US,medium,2039-09-17 00:00:00.000,858385563,0,0,85971,2730974.35954326,418,false,false,false,true,1,0,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
6467f612,"Religion, politics & other memberships",US,medium,2041-08-15 00:00:00.000,280800,0,0,280800,16497.272501841,13,false,false,false,true,0,1,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
1485823e,Charity,US,medium,2036-08-15 00:00:00.000,240487400,0,0,314000,1150693.01106666,385,false,false,false,true,1,1,1,0,1,1,5,Tier 1: High Propensity (Score 5-6)
3290820,Business services,US,large,2041-08-23 00:00:00.000,13191700,0,0,0,170948.952182431,54,false,false,false,true,1,1,0,1,1,1,5,Tier 1: High Propensity (Score 5-6)
c0029ac3,Education,DE,medium,2038-03-23 00:00:00.000,3567444,0,2856402,0,45348.281125489,98,false,false,false,true,1,0,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
109b29cf,"Religion, politics & other memberships",US,medium,2040-07-23 00:00:00.000,36985000,0,0,0,477312.822822114,199,false,false,false,true,1,1,0,1,1,1,5,Tier 1: High Propensity (Score 5-6)
e2730852,Ticketing & events,US,small,2038-11-02 00:00:00.000,1867500,0,1867500,0,14256.591226202,124,false,false,false,true,1,1,1,1,1,0,5,Tier 1: High Propensity (Score 5-6)
259116dd,"Religion, politics & other memberships",DE,medium,2038-11-26 00:00:00.000,10206080,0,8434761,0,147988.468274138,136,false,false,false,true,1,0,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
b95c85c3,Education,US,small,2037-11-18 00:00:00.000,24962800,0,0,1000,564843.98881995,126,false,false,false,true,1,1,1,1,1,0,5,Tier 1: High Propensity (Score 5-6)
cd47fb32,Software,EE,small,2041-02-19 00:00:00.000,69630000,0,69630000,0,352027.6824988,203,false,false,false,true,1,1,1,1,1,0,5,Tier 1: High Propensity (Score 5-6)
8c48700b,Software,US,small,2039-01-16 00:00:00.000,268800,0,268800,0,993.950343484,243,false,false,false,true,1,1,1,1,1,0,5,Tier 1: High Propensity (Score 5-6)
400b691f,Leisure,US,small,2041-08-24 00:00:00.000,684300,0,684300,0,11729.22215026,59,false,false,false,true,1,1,1,1,1,0,5,Tier 1: High Propensity (Score 5-6)
b0d7a9af,Education,IN,large,2041-01-28 00:00:00.000,19909644,0,12032057,68866,43662.396323645,402,false,false,false,true,1,0,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
04be3018,Education,IN,small,2041-07-07 00:00:00.000,2078000,0,0,2078000,17020.665685586,156,false,false,false,true,1,1,1,1,1,0,5,Tier 1: High Propensity (Score 5-6)
8724570d,Business services,US,medium,2041-01-22 00:00:00.000,343974951,0,128681604,0,3744120.89134554,283,false,false,false,true,1,0,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
58d10d2c,Business services,US,medium,2036-10-18 00:00:00.000,26256519,0,0,232698,1367205.64996556,91,false,false,false,true,1,0,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
b6cd66b4,Business services,US,medium,2039-07-09 00:00:00.000,1438236937,0,128293807,0,2393579.38088693,406,false,false,false,true,1,0,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
1ea88ea0,Leisure,FR,medium,2041-03-26 00:00:00.000,31138704,0,0,334689,157331.076695223,240,false,false,false,true,1,0,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
6ffdfb75,"Religion, politics & other memberships",GB,medium,2041-10-07 00:00:00.000,29718048,0,9874208,19843840,256562.068797385,121,false,false,false,true,1,0,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
062cd0f6,Business services,US,medium,2041-04-14 00:00:00.000,4898000,0,0,0,111817.749460309,73,false,false,false,true,1,1,0,1,1,1,5,Tier 1: High Propensity (Score 5-6)
3e8711b0,Software,US,small,2035-02-27 00:00:00.000,19723000,0,222000,0,45514.946471014,414,false,false,false,true,1,1,1,1,1,0,5,Tier 1: High Propensity (Score 5-6)
832508b1,Education,US,medium,2037-06-14 00:00:00.000,24093700,0,0,0,1379816.9493497,69,false,false,false,true,1,1,0,1,1,1,5,Tier 1: High Propensity (Score 5-6)
28e1ba45,Education,US,small,2040-12-10 00:00:00.000,6962000,0,6065000,0,82625.565377746,94,false,false,false,true,1,1,1,1,1,0,5,Tier 1: High Propensity (Score 5-6)
ae44b146,Business services,US,small,2038-07-13 00:00:00.000,2780000,0,2780000,0,5443.604695439,400,false,false,false,true,1,1,1,1,1,0,5,Tier 1: High Propensity (Score 5-6)
e2b5e069,Ticketing & events,CA,medium,2037-12-12 00:00:00.000,169895337,0,105238373,0,446932.198976218,418,false,false,false,true,1,0,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
3c167dc6,Business services,US,small,2041-05-08 00:00:00.000,3905400,0,3905400,0,31413.359866181,147,false,false,false,true,1,1,1,1,1,0,5,Tier 1: High Propensity (Score 5-6)
f0d5dd52,Leisure,US,small,2040-12-04 00:00:00.000,12390000,0,0,225000,96748.772901046,98,false,false,false,true,1,1,1,1,1,0,5,Tier 1: High Propensity (Score 5-6)
f859092e,Education,IN,small,2041-10-05 00:00:00.000,9290000,0,0,9290000,70151.298442266,89,false,false,false,true,1,1,1,1,1,0,5,Tier 1: High Propensity (Score 5-6)
9ed23330,"Religion, politics & other memberships",US,medium,2041-03-15 00:00:00.000,24116400,0,0,0,303522.501692906,137,false,false,false,true,1,1,0,1,1,1,5,Tier 1: High Propensity (Score 5-6)
03d4fd2a,Business services,US,small,2039-11-15 00:00:00.000,14728000,0,0,39800,40074.774002348,239,false,false,false,true,1,1,1,1,1,0,5,Tier 1: High Propensity (Score 5-6)
bf847efb,Education,AU,medium,2039-03-16 00:00:00.000,2421875,0,2421875,0,5242.104768968,357,false,false,false,true,1,0,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
55e487ad,Software,FR,medium,2037-10-10 00:00:00.000,3519226,0,0,41698,68348.37530927,156,false,false,false,true,1,0,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
29c10133,Business services,FR,medium,2040-12-21 00:00:00.000,5045834167,0,442268787,0,83729099.3766738,397,false,false,false,true,1,0,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
82089348,Education,US,small,2040-02-27 00:00:00.000,3985200,0,0,413000,30801.89958404,147,false,false,false,true,1,1,1,1,1,0,5,Tier 1: High Propensity (Score 5-6)
4662949b,Business services,US,large,2035-08-02 00:00:00.000,1448000,0,1360000,0,28165.82619385,39,false,false,false,true,0,1,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
4af7ad84,Ticketing & events,MX,small,2041-04-19 00:00:00.000,143667300,0,143482900,0,294329.406099469,395,false,false,false,true,1,1,1,1,1,0,5,Tier 1: High Propensity (Score 5-6)
bbf1d1f0,Software,GB,medium,2040-09-28 00:00:00.000,30852085,0,21927662,0,1176839.21558212,123,false,false,false,true,1,0,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
ab11c2de,Software,US,small,2041-01-28 00:00:00.000,1767100,0,1767100,0,29654.993548716,83,false,false,false,true,1,1,1,1,1,0,5,Tier 1: High Propensity (Score 5-6)
fba6ea28,Rentals,SK,medium,2040-03-04 00:00:00.000,3581945,0,35289,0,34581.453818482,197,false,false,false,true,1,0,1,1,1,1,5,Tier 1: High Propensity (Score 5-6)
a420408b,Software,JP,medium,2038-10-31 00:00:00.000,277243279,0,0,0,8771181.54725287,79,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
0aa49097,"Religion, politics & other memberships",CA,small,2041-04-19 00:00:00.000,1045225,0,99000,0,39849.500393446,79,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
56b8b37d,"Religion, politics & other memberships",US,small,2036-02-25 00:00:00.000,3430100,0,0,0,25192.484010912,217,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
712679ac,Business services,JP,small,2041-07-27 00:00:00.000,3657536,0,739682,2757847,94671.639856371,77,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
79a03483,Leisure,US,small,2038-02-15 00:00:00.000,457800,0,0,0,1639.744050511,167,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
a10f1456,Leisure,US,small,2040-09-18 00:00:00.000,3095000,0,0,0,74426.864652345,107,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
5fe9c68e,Ticketing & events,PL,small,2041-11-15 00:00:00.000,638307,0,638307,0,2172.454562704,194,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
3a9f2e81,Leisure,BE,small,2041-09-19 00:00:00.000,819118,0,819118,0,3839.966902214,84,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
b5b9f571,"Religion, politics & other memberships",HU,small,2041-03-29 00:00:00.000,12207173,0,12175394,0,15520.017933413,418,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
b423388b,Business services,US,large,2036-02-12 00:00:00.000,6216498,0,0,0,38615.762704811,171,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
eea3cf59,"Religion, politics & other memberships",US,small,2041-11-02 00:00:00.000,12393600,0,0,10158700,250171.922905935,42,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
4db481fd,Education,US,small,2033-07-10 00:00:00.000,20334669,0,8746205,0,82216.571659458,304,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
370af9c2,Education,US,small,2039-05-19 00:00:00.000,6636000,0,0,0,57678.942426583,121,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
8a60175b,Business services,US,small,2039-04-16 00:00:00.000,276000,0,0,0,1487.003649494,152,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
e0dd8bf4,Business services,US,medium,2041-02-24 00:00:00.000,5603333,0,0,270000,1287382.01540212,11,false,false,false,true,0,0,1,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
f4c62e85,"Religion, politics & other memberships",US,small,2038-09-13 00:00:00.000,3069200,0,0,0,55206.208569514,69,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
ab38ea84,Education,US,small,2041-08-07 00:00:00.000,1109664,0,8589,86462,14889.88628927,52,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
7157d7a1,Business services,US,small,2039-09-17 00:00:00.000,14777700,0,0,0,38337.545695076,371,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
b9a9f9cb,Education,IE,small,2040-12-15 00:00:00.000,4225393,0,27281,0,66065.873834441,71,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
d790ebdf,Software,US,medium,2037-08-11 00:00:00.000,783300,0,0,0,182664.426906672,7,false,false,false,true,0,1,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
fd6962e4,Ticketing & events,US,small,2039-12-17 00:00:00.000,400200,0,0,0,4518.038828593,111,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
c23508fd,"Religion, politics & other memberships",IE,large,2040-12-10 00:00:00.000,184956307,0,0,0,2184435.58930724,177,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
65449cb7,Charity,US,medium,2038-05-02 00:00:00.000,2810500,0,0,0,61865.973692651,135,false,false,false,true,1,1,0,0,1,1,4,Tier 2: Moderate Propensity (Score 4)
c54202f6,Personal services,DE,medium,2039-08-30 00:00:00.000,394559,0,394559,0,7009.75423181,65,false,false,false,true,1,0,1,0,1,1,4,Tier 2: Moderate Propensity (Score 4)
edf8c472,Rentals,GB,small,2038-12-22 00:00:00.000,27191949,0,0,2607,257438.005216203,141,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
1265dba6,Business services,US,small,2039-07-30 00:00:00.000,7125800,0,0,0,102494.194721473,58,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
dff06a93,Software,PL,small,2041-03-13 00:00:00.000,347600,0,347600,0,9544.233989117,41,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
d2296644,"Religion, politics & other memberships",US,small,2039-08-02 00:00:00.000,415300,0,0,0,6039.614169882,87,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
44457ca4,"Religion, politics & other memberships",US,small,2040-12-01 00:00:00.000,13359715,0,8743985,0,91023.698875145,270,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
e3fe9aa6,Business services,US,small,2041-09-02 00:00:00.000,3057700,0,0,3056700,58776.910017537,32,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
3bb5cb8d,Business services,GB,small,2040-09-10 00:00:00.000,4131112,0,0,73402,47466.990219989,67,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
42843377,Business services,US,small,2041-12-09 00:00:00.000,100000,0,0,100000,,1,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
91cd2db3,Leisure,US,small,2041-03-15 00:00:00.000,3727300,0,0,0,116939.02287392,55,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
c5df6e78,Rentals,PT,small,2041-03-23 00:00:00.000,1679642,0,0,252947,28759.633818576,110,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
7f7060ee,Business services,MY,small,2041-02-28 00:00:00.000,516405,0,0,7306,2423.953009454,135,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
a1697508,"Religion, politics & other memberships",BE,small,2038-11-01 00:00:00.000,2378605,0,2378605,0,12445.213591648,131,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
5a06de32,Charity,GB,medium,2039-03-22 00:00:00.000,9096876,0,6000298,0,18809.727681309,411,false,false,false,true,1,0,1,0,1,1,4,Tier 2: Moderate Propensity (Score 4)
3a412178,Leisure,GB,small,2039-10-17 00:00:00.000,8614557,0,1144426,0,13237.078855787,397,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
c4839591,Education,US,small,2040-09-23 00:00:00.000,10579600,0,0,0,215673.418635091,88,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
af6306c2,Software,JP,small,2041-12-02 00:00:00.000,4510751,0,4510751,0,18115.727549162,154,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
4a9001f5,Education,FR,small,2040-12-03 00:00:00.000,3157466,0,2912330,0,34018.049495452,81,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
87d04dec,Education,IN,small,2040-12-21 00:00:00.000,2051903,0,74207,1977696,29518.92011274,162,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
53b95d93,Ticketing & events,US,small,2035-01-06 00:00:00.000,1517050,0,0,2000,7391.797554708,231,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
4ad56187,Leisure,US,small,2039-12-10 00:00:00.000,6104000,0,0,0,56538.026972647,150,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
4b4af5d4,Education,US,small,2041-02-27 00:00:00.000,11461300,0,0,0,109802.444530064,149,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
283a7070,Education,US,small,2038-10-31 00:00:00.000,2611000,0,0,0,27405.63340572,91,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
3bd60d2b,Business services,US,small,2035-11-09 00:00:00.000,279700,0,0,279700,,1,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
9bae58c0,Business services,US,medium,2042-04-29 00:00:00.000,750000,0,0,500000,0,3,false,false,false,true,0,1,1,1,0,1,4,Tier 2: Moderate Propensity (Score 4)
b4d26c27,Electronics,HK,small,2038-09-15 00:00:00.000,281042400,0,281042400,0,458998.572080969,400,false,false,false,true,1,1,1,0,1,0,4,Tier 2: Moderate Propensity (Score 4)
62323489,Business services,US,small,2039-03-20 00:00:00.000,553200,0,0,29100,41411.155785964,17,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
9453743c,Software,CH,small,2039-04-18 00:00:00.000,3639492,0,3639492,0,26111.246138505,241,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
154f7b61,Digital goods,US,small,2041-06-07 00:00:00.000,1775700,0,1475700,0,35440.507692255,84,false,false,false,true,1,1,1,0,1,0,4,Tier 2: Moderate Propensity (Score 4)
2fd95c96,"Religion, politics & other memberships",US,small,2038-12-20 00:00:00.000,3095200,0,0,0,16564.173007325,168,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
b3425921,Software,US,medium,2041-02-10 00:00:00.000,1700980,0,0,504000,149111.34103973,6,false,false,false,true,0,0,1,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
95a6b88b,Business services,GB,small,2039-06-28 00:00:00.000,11904679,0,0,588143,188805.790902665,127,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
a522e2cc,Business services,US,medium,2040-02-24 00:00:00.000,2590653,0,0,0,67029.225307163,51,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
00ef7320,Business services,US,medium,2039-07-03 00:00:00.000,145327716,0,0,0,1683380.05412649,251,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
826b6b83,Software,US,small,2034-09-18 00:00:00.000,4005700,0,0,0,6864.646021618,383,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
28e117df,Education,GB,small,2041-11-30 00:00:00.000,395021,0,395021,0,1291.181885669,161,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
6f3a8607,Business services,CA,small,2033-08-22 00:00:00.000,137943595,0,0,300000,2272689.31653611,103,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
f8343fac,Business services,US,small,2041-07-09 00:00:00.000,5650650,0,0,5650650,20344.847152327,280,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
90a178e1,Rentals,US,small,2041-07-19 00:00:00.000,2665100,0,0,0,20675.597345375,84,false,false,false,true,1,1,0,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
4332c887,Education,US,medium,2034-03-25 00:00:00.000,501455758,0,0,0,6031726.76654182,218,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
9598107b,Business services,US,small,2039-08-01 00:00:00.000,570000,0,0,500000,268514.431641951,3,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
8298325d,Others,US,medium,2041-04-29 00:00:00.000,59547667,0,48760345,10787322,247355.348771785,271,false,false,false,true,1,0,1,0,1,1,4,Tier 2: Moderate Propensity (Score 4)
2e28a13f,Software,US,medium,2036-07-05 00:00:00.000,406560595,0,0,0,2324567.32970319,352,false,false,false,true,1,0,0,1,1,1,4,Tier 2: Moderate Propensity (Score 4)
c35612ed,Ticketing & events,US,small,2041-05-11 00:00:00.000,92339841,0,0,13600,226233.372196517,383,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
6a61f03c,Business services,CA,small,2041-09-14 00:00:00.000,1999400,0,0,1999400,242327.651469383,6,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
485ba881,Leisure,US,small,2041-07-19 00:00:00.000,222400,0,0,221400,22091.498041425,8,false,false,false,true,0,1,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
ae59038e,Business services,JP,small,2041-08-19 00:00:00.000,2257624,0,2257624,0,47227.736120304,134,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
c5b541c0,Software,RO,small,2040-05-28 00:00:00.000,2166699,0,1602143,564556,7678.159305019,286,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
7be3cc0e,Software,IT,small,2040-09-03 00:00:00.000,6461258,0,0,537292,15218.953050725,404,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
65f293da,Education,GB,small,2038-09-12 00:00:00.000,1566887,0,1563586,0,10899.592070221,117,false,false,false,true,1,0,1,1,1,0,4,Tier 2: Moderate Propensity (Score 4)
